,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI,COUNTYFP
881,Haywood,9-1,72,150.0,2.0,1.0,0.0,1.0,2.0,0.0,075
882,Haywood,9-2,241,259.0,6.0,4.0,0.0,4.0,0.0,0.0,075
883,Haywood,10-1,438,450.0,8.0,1.0,2.0,0.0,0.0,0.0,075
884,Henderson,1-1 Bargerton,584,143.0,14.0,6.0,3.0,0.0,1.0,2.0,077
885,Henderson,1-2 Beaver,458,178.0,8.0,2.0,1.0,0.0,0.0,1.0,077
886,Henderson,3-3 Fire Station #4,600,103.0,12.0,2.0,2.0,1.0,1.0,3.0,077
887,Henderson,3-4 Christian Chapel,91,9.0,1.0,0.0,0.0,0.0,0.0,0.0,077
888,Henderson,5-5 TN Tech Center,947,248.0,18.0,5.0,1.0,0.0,1.0,4.0,077
889,Henderson,4-6 Civic Center,965,342.0,29.0,7.0,3.0,2.0,6.0,3.0,077
890,Henderson,3-7 Darden,238,16.0,4.0,0.0,1.0,0.0,1.0,0.0,077
891,Henderson,6-8 Broad Street,1318,308.0,30.0,6.0,3.0,2.0,2.0,5.0,077
892,Henderson,7-9 Middleburg,153,15.0,1.0,0.0,0.0,0.0,0.0,0.0,077
893,Henderson,3-10 Fire Sta #10,352,136.0,7.0,0.0,2.0,0.0,0.0,0.0,077
894,Henderson,7-11 Reagan,421,45.0,1.0,1.0,1.0,2.0,0.0,0.0,077
895,Henderson,7-12 Sardis,380,19.0,8.0,0.0,3.0,1.0,0.0,0.0,077
896,Henderson,7-13 Scotts Hill,318,48.0,3.0,0.0,0.0,0.0,1.0,0.0,077
897,Henderson,2-14 South Haven,264,47.0,8.0,2.0,3.0,0.0,0.0,0.0,077
898,Henderson,2-15 Westover,1049,143.0,28.0,8.0,4.0,1.0,0.0,1.0,077
899,Henry,1-1 Puryear,830,220.0,20.0,5.0,2.0,0.0,1.0,3.0,079
900,Henry,1-2 Cottage Grove,716,169.0,27.0,2.0,3.0,0.0,3.0,2.0,079
901,Henry,1-3 Buchanan,442,69.0,7.0,1.0,0.0,0.0,0.0,1.0,079
902,Henry,2-1 Henry,944,231.0,19.0,6.0,1.0,1.0,0.0,0.0,079
903,Henry,2-2 Mansfield,535,167.0,6.0,0.0,2.0,2.0,0.0,0.0,079
904,Henry,2-3 Oakland,606,114.0,12.0,6.0,2.0,0.0,1.0,0.0,079
905,Henry,3-1 Russwood,1049,260.0,15.0,7.0,0.0,1.0,0.0,1.0,079
906,Henry,3-2 Springville,330,69.0,3.0,3.0,1.0,1.0,1.0,0.0,079
907,Henry,3-3 Jones Chapel,1229,274.0,28.0,9.0,6.0,0.0,2.0,1.0,079
908,Henry,4-1 Grove,408,358.0,16.0,6.0,1.0,1.0,3.0,0.0,079
909,Henry,4-2 City Hall,501,438.0,22.0,2.0,2.0,2.0,1.0,0.0,079
910,Henry,5-1 Henry Co High,1006,291.0,24.0,5.0,4.0,2.0,4.0,0.0,079
911,Henry,5-2 TN Tech Center,912,403.0,24.0,8.0,3.0,5.0,2.0,7.0,079
912,Henry,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,079
913,Hickman,1-1 Nunnelly,225,73.0,5.0,3.0,0.0,0.0,1.0,0.0,081
914,Hickman,1-2 Pinewood,352,92.0,12.0,3.0,0.0,2.0,2.0,2.0,081
915,Hickman,2-2 Fairfield,191,51.0,2.0,0.0,0.0,0.0,1.0,4.0,081
916,Hickman,2-3 East Bank,616,250.0,12.0,2.0,3.0,2.0,1.0,0.0,081
917,Hickman,3-1 East CC,655,219.0,19.0,3.0,2.0,3.0,3.0,1.0,081
918,Hickman,4-1 Lake Benson,832,204.0,30.0,6.0,2.0,2.0,5.0,3.0,081
919,Hickman,5-1 Mt. Pleasant,324,101.0,7.0,0.0,0.0,1.0,0.0,0.0,081
920,Hickman,5-2 Middle School,271,58.0,17.0,0.0,0.0,0.0,2.0,0.0,081
921,Hickman,5-3 Shady Grove,277,91.0,19.0,2.0,0.0,1.0,2.0,0.0,081
922,Hickman,6-1 Justice Center,901,401.0,25.0,10.0,4.0,3.0,1.0,11.0,081
923,Hickman,7-1 Nunnelly,221,66.0,2.0,1.0,0.0,1.0,0.0,0.0,081
924,Hickman,7-2 Pleasantville,174,36.0,5.0,1.0,1.0,1.0,0.0,1.0,081
925,Hickman,7-3 Brushy,470,137.0,5.0,6.0,2.0,1.0,2.0,11.0,081
926,Hickman,7-4 Coble,186,45.0,1.0,2.0,1.0,2.0,0.0,7.0,081
927,Houston,Stewart,334,112.0,11.0,4.0,3.0,0.0,0.0,0.0,083
928,Houston,Tennessee Ridge,312,116.0,15.0,1.0,0.0,0.0,0.0,0.0,083
929,Houston,Erin,267,133.0,14.0,1.0,1.0,2.0,3.0,0.0,083
930,Houston,Arlington,314,133.0,19.0,1.0,2.0,0.0,1.0,0.0,083
931,Houston,Erin Elementary,306,110.0,14.0,1.0,0.0,1.0,3.0,0.0,083
932,Houston,Houston Co Middle,318,132.0,10.0,2.0,0.0,1.0,1.0,0.0,083
933,Houston,Griffins Chapel,331,130.0,5.0,2.0,1.0,0.0,1.0,0.0,083
934,Humphreys,1-1 Jera,171,64.0,6.0,0.0,2.0,0.0,1.0,0.0,085
935,Humphreys,1-2 Compassion Church,615,198.0,13.0,4.0,0.0,2.0,5.0,4.0,085
936,Humphreys,2-3 WFCN,684,314.0,18.0,4.0,2.0,0.0,2.0,0.0,085
937,Humphreys,3-4 MLEC,492,341.0,26.0,2.0,3.0,4.0,3.0,2.0,085
938,Humphreys,4-5 NJMC,773,293.0,25.0,0.0,7.0,1.0,3.0,3.0,085
939,Humphreys,5-6 Wildwood,652,278.0,22.0,4.0,2.0,2.0,2.0,0.0,085
940,Humphreys,6-7 South McEwen,684,242.0,29.0,8.0,4.0,1.0,0.0,1.0,085
941,Humphreys,7-8 North McEwen,859,237.0,27.0,4.0,3.0,2.0,1.0,2.0,085
942,Jackson,1-1,272,130.0,7.0,1.0,0.0,0.0,0.0,0.0,087
943,Jackson,1-2,151,123.0,5.0,0.0,0.0,0.0,0.0,0.0,087
944,Jackson,2-1,246,75.0,4.0,3.0,0.0,0.0,0.0,1.0,087
945,Jackson,2-2,194,90.0,2.0,0.0,0.0,0.0,0.0,0.0,087
946,Jackson,3-1,271,95.0,6.0,1.0,0.0,0.0,0.0,1.0,087
947,Jackson,3-2,329,71.0,3.0,2.0,2.0,0.0,1.0,0.0,087
948,Jackson,4-1,297,68.0,5.0,2.0,1.0,0.0,0.0,2.0,087
949,Jackson,4-2,304,78.0,8.0,3.0,1.0,1.0,0.0,0.0,087
950,Jackson,5-1,311,92.0,4.0,0.0,0.0,0.0,1.0,4.0,087
951,Jackson,5-2,297,118.0,6.0,2.0,0.0,0.0,0.0,1.0,087
952,Jackson,6-1,224,96.0,3.0,3.0,0.0,0.0,0.0,1.0,087
953,Jackson,6-2,340,93.0,9.0,0.0,3.0,0.0,0.0,1.0,087
954,Jackson,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,087
955,Jefferson,1 Dandridge ES,1703,416.0,53.0,7.0,5.0,2.0,5.0,12.0,089
956,Jefferson,2 Piedmont,1625,291.0,44.0,12.0,5.0,4.0,2.0,4.0,089
957,Jefferson,3 White Pine,2211,386.0,65.0,10.0,18.0,2.0,3.0,7.0,089
958,Jefferson,4 Jefferson ES,1217,456.0,57.0,19.0,11.0,3.0,2.0,9.0,089
959,Jefferson,5 Jefferson Middle,1520,373.0,52.0,14.0,7.0,5.0,1.0,7.0,089
960,Jefferson,6 Rush Strong,1203,288.0,42.0,11.0,8.0,1.0,4.0,3.0,089
961,Jefferson,7 New Market,1417,315.0,55.0,9.0,9.0,2.0,5.0,4.0,089
962,Jefferson,8-1 Chestnut Hill,924,254.0,24.0,6.0,1.0,1.0,1.0,3.0,089
963,Jefferson,8-2 Swannsylvania,727,146.0,18.0,3.0,1.0,2.0,2.0,0.0,089
964,Jefferson,9 Talbott School,1413,233.0,35.0,14.0,6.0,0.0,6.0,2.0,089
965,Jefferson,10 Jeff City Fire Dp,816,336.0,52.0,10.0,5.0,0.0,3.0,7.0,089
966,Johnson,1A Laurel,576,107.0,14.0,6.0,1.0,0.0,1.0,1.0,091
967,Johnson,1B Cold Springs,579,109.0,9.0,2.0,1.0,1.0,2.0,0.0,091
968,Johnson,2 Forge/Shouns,398,77.0,7.0,3.0,1.0,1.0,1.0,2.0,091
969,Johnson,3A Trade,373,79.0,7.0,3.0,1.0,1.0,1.0,0.0,091
970,Johnson,3B Neva,682,125.0,7.0,8.0,1.0,0.0,1.0,1.0,091
971,Johnson,4A Dry Run,451,73.0,8.0,4.0,2.0,1.0,1.0,2.0,091
972,Johnson,4B Butler,447,51.0,10.0,4.0,0.0,1.0,0.0,0.0,091
973,Johnson,5 Doe,693,124.0,12.0,2.0,1.0,1.0,3.0,0.0,091
974,Johnson,6 Shady,515,84.0,5.0,3.0,1.0,0.0,0.0,0.0,091
975,Johnson,7 City,696,159.0,23.0,4.0,0.0,1.0,1.0,0.0,091
976,Johnson,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,091
977,Knox,06 Green School,328,870.0,79.0,20.0,3.0,0.0,0.0,14.0,093
978,Knox,09 Eternal Life Harvest,57,349.0,16.0,10.0,2.0,1.0,0.0,0.0,093
979,Knox,10N Fort Sanders,254,635.0,81.0,26.0,1.0,0.0,3.0,9.0,093
980,Knox,10S Howard Baker Center,195,396.0,45.0,13.0,2.0,0.0,0.0,2.0,093
981,Knox,10W Howard Baker Center,46,17.0,6.0,0.0,0.0,0.0,0.0,0.0,093
982,Knox,11 Central UMC,247,874.0,46.0,54.0,8.0,3.0,4.0,3.0,093
983,Knox,12 Eastport,78,1089.0,10.0,8.0,5.0,1.0,3.0,0.0,093
984,Knox,13 Fair Garden,178,1076.0,25.0,7.0,6.0,6.0,11.0,4.0,093
985,Knox,14 Austin-East,31,463.0,4.0,8.0,2.0,0.0,1.0,0.0,093
986,Knox,15 John T. O'Connor,132,673.0,34.0,25.0,5.0,1.0,2.0,2.0,093
987,Knox,16 Larry Cox Sr Center,1069,1484.0,126.0,68.0,8.0,4.0,9.0,25.0,093
988,Knox,17 Christenberry,356,512.0,26.0,29.0,2.0,2.0,3.0,7.0,093
989,Knox,18 Lincoln Park,292,485.0,32.0,23.0,4.0,1.0,1.0,5.0,093
990,Knox,19E Thrive Lonsdale,142,440.0,11.0,9.0,4.0,1.0,2.0,1.0,093
991,Knox,19W Thrive Lonsdale,109,223.0,16.0,5.0,1.0,1.0,1.0,3.0,093
992,Knox,20 Beaumont,104,167.0,6.0,5.0,1.0,5.0,1.0,1.0,093
993,Knox,23 Westview,300,215.0,13.0,10.0,3.0,1.0,3.0,3.0,093
994,Knox,24Q Sequoyah Hills,881,1125.0,107.0,20.0,13.0,1.0,4.0,25.0,093
995,Knox,25 South Knox CC,953,988.0,108.0,31.0,13.0,8.0,5.0,16.0,093
996,Knox,26 Dogwood,767,1116.0,103.0,46.0,13.0,1.0,5.0,16.0,093
997,Knox,27 South Knox,633,441.0,61.0,18.0,3.0,3.0,3.0,7.0,093
998,Knox,29 Anderson,712,466.0,66.0,27.0,7.0,1.0,2.0,8.0,093
999,Knox,30 Sarah Moore Greene,192,693.0,20.0,10.0,1.0,0.0,2.0,3.0,093
1000,Knox,31 Chilhowee,408,615.0,41.0,14.0,5.0,2.0,0.0,6.0,093
1001,Knox,32 Spring Hill,525,524.0,32.0,10.0,10.0,0.0,4.0,9.0,093
1002,Knox,33 Richard Yoakley,728,583.0,57.0,21.0,7.0,2.0,6.0,15.0,093
1003,Knox,34 Fountain City Library,465,445.0,51.0,10.0,2.0,1.0,3.0,2.0,093
1004,Knox,35 Shannondale,765,552.0,57.0,13.0,2.0,4.0,1.0,7.0,093
1005,Knox,36 Gresham,953,731.0,86.0,16.0,10.0,0.0,7.0,14.0,093
1006,Knox,37 Inskip Elementary,1847,1403.0,158.0,56.0,21.0,5.0,13.0,21.0,093
1007,Knox,39 Inskip Rec Center,553,344.0,47.0,11.0,6.0,4.0,3.0,6.0,093
1008,Knox,40 Norwood,863,575.0,64.0,12.0,13.0,3.0,4.0,15.0,093
1009,Knox,41 Norwood,622,447.0,51.0,14.0,11.0,1.0,4.0,3.0,093
1010,Knox,42 Pleasant Ridge,709,487.0,79.0,15.0,4.0,1.0,3.0,8.0,093
1011,Knox,43 West Haven,695,557.0,74.0,15.0,7.0,1.0,2.0,14.0,093
1012,Knox,44 Ridgedale,1145,861.0,122.0,24.0,13.0,5.0,1.0,14.0,093
1013,Knox,45 Bearden Middle,2001,1338.0,166.0,36.0,19.0,4.0,12.0,37.0,093
1014,Knox,46 1st Nazarene,1357,1180.0,135.0,30.0,12.0,2.0,9.0,32.0,093
1015,Knox,47 Bearden High,1741,1907.0,226.0,51.0,21.0,12.0,10.0,44.0,093
1016,Knox,48 Pond Gap,414,518.0,67.0,21.0,8.0,2.0,1.0,12.0,093
1017,Knox,49 Bearden Elementary,358,770.0,71.0,21.0,2.0,3.0,6.0,11.0,093
1018,Knox,50N West High,108,176.0,23.0,4.0,2.0,2.0,0.0,1.0,093
1019,Knox,50S West High,175,286.0,18.0,13.0,6.0,2.0,2.0,5.0,093
1020,Knox,51 Deane Hill Rec Ctr,1173,749.0,100.0,17.0,7.0,2.0,2.0,23.0,093
1021,Knox,55 Lonas,1390,922.0,124.0,25.0,24.0,3.0,5.0,24.0,093
1022,Knox,56 Heiskell,899,210.0,35.0,4.0,5.0,0.0,1.0,7.0,093
1023,Knox,57 Hills,326,62.0,10.0,2.0,1.0,0.0,1.0,0.0,093
1024,Knox,58N Pedigo,249,43.0,6.0,1.0,1.0,0.0,1.0,0.0,093
1025,Knox,58S Pedigo,1626,339.0,61.0,4.0,8.0,0.0,3.0,23.0,093
1026,Knox,59 Brickey,2917,821.0,131.0,24.0,29.0,4.0,7.0,22.0,093
1027,Knox,60 Fort Sumter,1215,276.0,29.0,3.0,6.0,3.0,1.0,7.0,093
1028,Knox,61 Halls,4646,1253.0,157.0,36.0,26.0,6.0,4.0,26.0,093
1029,Knox,62 Hardin Valley,1575,534.0,105.0,11.0,7.0,3.0,4.0,22.0,093
1030,Knox,63 Karns,3057,970.0,165.0,24.0,33.0,4.0,7.0,27.0,093
1031,Knox,63N Karns North,1573,470.0,56.0,12.0,11.0,1.0,0.0,21.0,093
1032,Knox,64 Solway,2130,902.0,133.0,27.0,10.0,4.0,5.0,25.0,093
1033,Knox,65W Concord,3068,1215.0,178.0,16.0,15.0,2.0,16.0,26.0,093
1034,Knox,65E Shoreline,2915,1554.0,224.0,38.0,33.0,1.0,8.0,41.0,093
1035,Knox,65N Concord North,1076,568.0,100.0,9.0,24.0,0.0,3.0,13.0,093
1036,Knox,66N Farragut I,4216,1959.0,258.0,34.0,40.0,7.0,13.0,44.0,093
1037,Knox,66S Farragut II,3775,1764.0,262.0,28.0,31.0,6.0,11.0,40.0,093
1038,Knox,67 North Cedar Bluff,2227,1522.0,234.0,39.0,18.0,8.0,9.0,38.0,093
1039,Knox,68 South Cedar Bluff,1702,1152.0,139.0,16.0,19.0,2.0,6.0,22.0,093
1040,Knox,68E East Cedar Bluff,554,577.0,74.0,19.0,12.0,4.0,1.0,8.0,093
1041,Knox,69E Bluegrass,2045,1111.0,162.0,16.0,25.0,2.0,8.0,44.0,093
1042,Knox,69N West Valley,1698,1041.0,140.0,16.0,15.0,4.0,8.0,22.0,093
1043,Knox,69W A. L. Lotts,1588,995.0,115.0,18.0,25.0,2.0,4.0,21.0,093
1044,Knox,69S Northshore,1762,962.0,126.0,29.0,19.0,4.0,5.0,40.0,093
1045,Knox,70E Amherst,2593,1102.0,178.0,24.0,30.0,2.0,8.0,45.0,093
1046,Knox,70W Ball Camp,2237,1213.0,167.0,35.0,34.0,3.0,7.0,39.0,093
1047,Knox,71 Rocky Hill,2525,1561.0,214.0,36.0,20.0,8.0,12.0,39.0,093
1048,Knox,72 Dante,2098,741.0,99.0,17.0,12.0,7.0,7.0,23.0,093
1049,Knox,73 Powell,3406,1005.0,187.0,29.0,38.0,4.0,5.0,35.0,093
1050,Knox,74 Shannondale,1474,698.0,88.0,10.0,10.0,3.0,1.0,16.0,093
1051,Knox,76 Sunnyview,897,301.0,38.0,4.0,4.0,2.0,1.0,10.0,093
1052,Knox,77 Ramsey,442,191.0,18.0,4.0,1.0,1.0,0.0,2.0,093
1053,Knox,78 Riverdale,445,97.0,15.0,5.0,3.0,1.0,4.0,3.0,093
1054,Knox,79 Dora Kennedy,651,175.0,31.0,7.0,2.0,1.0,3.0,3.0,093
1055,Knox,80 Corryton,849,199.0,18.0,3.0,4.0,2.0,2.0,1.0,093
1056,Knox,81 Gibbs,3327,631.0,110.0,21.0,15.0,5.0,6.0,21.0,093
1057,Knox,82 Ellistown,811,410.0,45.0,6.0,6.0,1.0,5.0,7.0,093
1058,Knox,84 Ritta,1957,739.0,99.0,12.0,16.0,0.0,9.0,21.0,093
1059,Knox,85 Skaggston,1026,263.0,25.0,6.0,4.0,2.0,3.0,5.0,093
1060,Knox,86 Carter,1074,242.0,41.0,6.0,1.0,4.0,5.0,11.0,093
1061,Knox,87 Thorngrove,794,158.0,17.0,5.0,5.0,2.0,0.0,3.0,093
1062,Knox,89 Mt. Olive,1502,912.0,110.0,28.0,14.0,3.0,6.0,13.0,093
1063,Knox,90 South Doyle,1973,673.0,73.0,18.0,15.0,3.0,6.0,20.0,093
1064,Knox,92 Gap Creek,547,111.0,35.0,3.0,6.0,0.0,1.0,22.0,093
1065,Knox,93 Hopewell,1249,389.0,60.0,8.0,14.0,4.0,2.0,10.0,093
1066,Lake,1 Tiptonville SR Citizens,108,21.0,0.0,0.0,1.0,0.0,0.0,0.0,095
1067,Lake,2 Courthouse,594,340.0,13.0,3.0,2.0,0.0,1.0,0.0,095
1068,Lake,3 Lake Co Middle,655,216.0,5.0,3.0,3.0,1.0,4.0,0.0,095
1069,Lauderdale,Henning 1,215,409.0,5.0,2.0,0.0,2.0,0.0,0.0,097
1070,Lauderdale,McBride 1,291,155.0,4.0,2.0,0.0,1.0,0.0,0.0,097
1071,Lauderdale,Conner 2,292,144.0,3.0,1.0,2.0,0.0,1.0,1.0,097
1072,Lauderdale,Ripley 2,296,272.0,9.0,2.0,0.0,1.0,2.0,0.0,097
1073,Lauderdale,Ripley 3,631,515.0,11.0,1.0,1.0,4.0,3.0,0.0,097
1074,Lauderdale,Ripley 4,163,610.0,5.0,0.0,0.0,0.0,3.0,0.0,097
1075,Lauderdale,Lightfoot 5,308,71.0,2.0,0.0,0.0,0.0,0.0,0.0,097
1076,Lauderdale,Arp 6,367,104.0,8.0,0.0,1.0,3.0,3.0,0.0,097
1077,Lauderdale,Central 6,561,136.0,10.0,1.0,2.0,0.0,0.0,0.0,097
1078,Lauderdale,Edith 7,236,37.0,5.0,0.0,0.0,0.0,0.0,0.0,097
1079,Lauderdale,Gates 7,350,197.0,5.0,1.0,3.0,0.0,0.0,0.0,097
1080,Lauderdale,Nankipoo 7,320,53.0,6.0,0.0,1.0,0.0,0.0,0.0,097
1081,Lauderdale,Halls 8,854,353.0,14.0,4.0,0.0,2.0,2.0,1.0,097
1082,Lauderdale,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,097
1083,Lawrence,01-1 St. Joseph,339,98.0,10.0,2.0,1.0,0.0,1.0,0.0,099
1084,Lawrence,01-2 West Loretto,367,151.0,14.0,2.0,4.0,2.0,3.0,0.0,099
1085,Lawrence,02-1 Loretto Civ Ctr,701,207.0,20.0,1.0,1.0,0.0,1.0,0.0,099
1086,Lawrence,03-1 SE Lawrence,434,100.0,8.0,1.0,4.0,1.0,0.0,0.0,099
1087,Lawrence,03-2 Centerpoint,267,71.0,3.0,0.0,2.0,0.0,0.0,0.0,099
1088,Lawrence,04-1 Crossroads,821,122.0,12.0,1.0,2.0,0.0,0.0,0.0,099
1089,Lawrence,05-1 Leoma,475,82.0,5.0,2.0,1.0,1.0,1.0,0.0,099
1090,Lawrence,05-2 Gandy,251,48.0,4.0,1.0,0.0,0.0,0.0,0.0,099
1091,Lawrence,06-1 Iron City,222,55.0,10.0,2.0,1.0,0.0,1.0,0.0,099
1092,Lawrence,06-2 West Point,371,97.0,11.0,4.0,0.0,1.0,0.0,0.0,099
1093,Lawrence,07-1 Lawrenceburg,778,186.0,18.0,5.0,3.0,0.0,2.0,0.0,099
1094,Lawrence,08-1 New Prospect,947,186.0,19.0,5.0,3.0,1.0,2.0,0.0,099
1095,Lawrence,09-1 Ethridge,359,78.0,3.0,3.0,1.0,0.0,1.0,2.0,099
1096,Lawrence,09-2 Mars Hill,353,67.0,5.0,5.0,0.0,0.0,2.0,0.0,099
1097,Lawrence,10-1 Howards,606,133.0,18.0,12.0,3.0,1.0,2.0,1.0,099
1098,Lawrence,11-1 Summertown,693,124.0,11.0,16.0,0.0,0.0,0.0,0.0,099
1099,Lawrence,12-1 Center,245,24.0,5.0,0.0,0.0,0.0,0.0,0.0,099
1100,Lawrence,12-2 Henryville,404,71.0,9.0,1.0,1.0,0.0,2.0,0.0,099
1101,Lawrence,13-1 West End,806,117.0,17.0,3.0,4.0,2.0,0.0,1.0,099
1102,Lawrence,14-1 Crawfish Valley,531,151.0,11.0,1.0,0.0,1.0,0.0,0.0,099
1103,Lawrence,15-1 David Crockett,835,161.0,18.0,2.0,3.0,1.0,2.0,0.0,099
1104,Lawrence,16-1 Rotary Park,369,144.0,13.0,4.0,1.0,0.0,0.0,0.0,099
1105,Lawrence,17-1 Sowell,598,199.0,13.0,2.0,0.0,0.0,0.0,3.0,099
1106,Lawrence,18-1 E. O. Coffman,648,149.0,14.0,2.0,1.0,2.0,1.0,0.0,099
1107,Lewis,1-1,357,193.0,12.0,27.0,0.0,0.0,2.0,6.0,101
1108,Lewis,2-1,437,97.0,7.0,1.0,0.0,0.0,3.0,1.0,101
1109,Lewis,3-1,435,78.0,6.0,6.0,1.0,2.0,1.0,2.0,101
1110,Lewis,4-1,448,74.0,7.0,4.0,4.0,2.0,2.0,1.0,101
1111,Lewis,5-1,467,90.0,7.0,1.0,0.0,1.0,1.0,3.0,101
1112,Lewis,6-1,383,120.0,9.0,0.0,1.0,2.0,1.0,0.0,101
1113,Lewis,7-1,423,77.0,6.0,0.0,1.0,0.0,1.0,0.0,101
1114,Lewis,8-1,329,77.0,3.0,1.0,1.0,0.0,1.0,0.0,101
1115,Lewis,9-1,306,84.0,2.0,2.0,1.0,1.0,2.0,2.0,101
1116,Lincoln,1-1 Blanche,712,110.0,13.0,4.0,2.0,0.0,1.0,1.0,103
1117,Lincoln,1-2 Molino,354,79.0,8.0,1.0,3.0,1.0,0.0,6.0,103
1118,Lincoln,1-3 Taft,378,68.0,15.0,4.0,1.0,0.0,2.0,2.0,103
1119,Lincoln,2-1 Boonshill,559,127.0,15.0,1.0,4.0,1.0,0.0,0.0,103
1120,Lincoln,2-2 Howell,358,92.0,14.0,2.0,2.0,0.0,0.0,4.0,103
1121,Lincoln,2-3 Petersburg,378,58.0,5.0,1.0,1.0,0.0,0.0,2.0,103
1122,Lincoln,3-1 Recreation Center,522,267.0,21.0,1.0,5.0,2.0,0.0,8.0,103
1123,Lincoln,3-2 Liberty,693,135.0,20.0,3.0,0.0,0.0,2.0,0.0,103
1124,Lincoln,4-1 Maranatha,745,142.0,10.0,2.0,2.0,1.0,2.0,3.0,103
1125,Lincoln,4-2 FNB,645,145.0,13.0,4.0,1.0,2.0,1.0,2.0,103
1126,Lincoln,5-1 Calvary,571,124.0,14.0,5.0,0.0,1.0,2.0,5.0,103
1127,Lincoln,5-2 Armory,279,312.0,6.0,6.0,3.0,3.0,2.0,1.0,103
1128,Lincoln,6-1 Fayetteville CPC,943,286.0,31.0,5.0,3.0,0.0,2.0,3.0,103
1129,Lincoln,6-2 Belleville,299,52.0,6.0,1.0,2.0,0.0,1.0,1.0,103
1130,Lincoln,6-3 Mulberry,261,68.0,3.0,1.0,1.0,0.0,0.0,0.0,103
1131,Lincoln,7-1 Elora,205,51.0,2.0,1.0,1.0,0.0,0.0,0.0,103
1132,Lincoln,7-2 Flintville,605,110.0,13.0,0.0,1.0,0.0,1.0,1.0,103
1133,Lincoln,7-3 Kelso,378,76.0,3.0,0.0,0.0,1.0,0.0,1.0,103
1134,Lincoln,8-1 Lincoln,1137,168.0,15.0,1.0,7.0,0.0,2.0,8.0,103
1135,Lincoln,8-2 South Lincoln,376,84.0,4.0,3.0,0.0,1.0,1.0,0.0,103
1136,Loudon,Loudon Mt Zion,733,248.0,21.0,0.0,1.0,0.0,3.0,2.0,105
1137,Loudon,Loudon,1208,388.0,30.0,4.0,7.0,3.0,3.0,2.0,105
1138,Loudon,Loudon Outside,1070,236.0,32.0,6.0,1.0,0.0,6.0,3.0,105
1139,Loudon,Lenoir City,1510,532.0,67.0,15.0,9.0,2.0,4.0,7.0,105
1140,Loudon,Lenoir City Outside,519,123.0,27.0,7.0,1.0,1.0,4.0,2.0,105
1141,Loudon,Greenback,972,193.0,28.0,6.0,3.0,2.0,0.0,2.0,105
1142,Loudon,Glendale,859,172.0,23.0,3.0,3.0,1.0,0.0,2.0,105
1143,Loudon,Davis,539,82.0,11.0,0.0,1.0,0.0,1.0,2.0,105
1144,Loudon,Luttrell,296,36.0,6.0,2.0,0.0,1.0,0.0,0.0,105
1145,Loudon,Philadelphia,639,122.0,17.0,4.0,4.0,2.0,1.0,0.0,105
1146,Loudon,Browder,1541,387.0,41.0,9.0,8.0,5.0,2.0,8.0,105
1147,Loudon,Eaton,2450,594.0,103.0,17.0,20.0,0.0,6.0,6.0,105
1148,Loudon,Highland Park,2083,550.0,65.0,6.0,11.0,3.0,3.0,18.0,105
1149,Loudon,Tellico V. North,1410,574.0,40.0,3.0,5.0,0.0,5.0,5.0,105
1150,Loudon,Tellico V. South,1781,682.0,62.0,5.0,3.0,2.0,3.0,3.0,105
1151,Macon,Red Boiling Springs,559,139.0,14.0,5.0,3.0,0.0,3.0,0.0,111
1152,Macon,Willette,716,79.0,6.0,3.0,1.0,0.0,1.0,1.0,111
1153,Macon,County High School,707,82.0,7.0,2.0,0.0,0.0,1.0,0.0,111
1154,Macon,County Junior High,667,113.0,12.0,3.0,1.0,1.0,2.0,0.0,111
1155,Macon,Westside,511,119.0,10.0,3.0,3.0,1.0,1.0,0.0,111
1156,Macon,Cross Roads,524,80.0,6.0,5.0,1.0,0.0,0.0,1.0,111
1157,Macon,Armory,688,122.0,10.0,4.0,3.0,1.0,0.0,1.0,111
1158,Macon,Welcome Center,792,106.0,11.0,3.0,3.0,0.0,1.0,0.0,111
1159,Macon,Central,644,128.0,11.0,5.0,0.0,1.0,1.0,0.0,111
1160,Macon,Lafayette,455,104.0,4.0,3.0,3.0,0.0,0.0,0.0,111
1161,Macon,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,111
1162,Madison,1-1 Civic Center,174,515.0,24.0,9.0,3.0,1.0,3.0,8.0,113
1163,Madison,1-2 Mt Moriah,57,944.0,5.0,5.0,1.0,0.0,2.0,0.0,113
1164,Madison,2-1 Alexander,298,894.0,13.0,9.0,0.0,2.0,1.0,8.0,113
1165,Madison,2-2 Aldersgate,859,559.0,42.0,8.0,8.0,4.0,3.0,19.0,113
1166,Madison,2-3 Montessori,690,699.0,46.0,14.0,3.0,0.0,2.0,54.0,113
1167,Madison,3-1 Board of Educ,574,580.0,19.0,7.0,10.0,4.0,2.0,7.0,113
1168,Madison,3-2 Old Bells Rd #10,321,91.0,6.0,2.0,1.0,0.0,1.0,8.0,113
